Fold,Station,ds,lead,y,yhat_chronos,yhat_tft,yhat_prophet_pp,yhat_prophet_pers,yhat_naive
2016-09-01,Aotizhongxin,2016-09-01 18:00:00,18,5.0,18.41193,20.812246,17.157483778744073,2.343146904973445,14.0
2016-09-01,Aotizhongxin,2016-09-01 19:00:00,19,11.0,19.595558,23.97242,13.0282585554533,2.4295996749578306,13.0
2016-09-01,Aotizhongxin,2016-09-01 20:00:00,20,11.0,21.49947,20.523323,12.520578993526799,2.5698630598989114,19.0
2016-09-01,Aotizhongxin,2016-09-01 21:00:00,21,5.0,24.854023,23.80868,18.992497053236782,2.685218154010418,23.0
2016-09-01,Aotizhongxin,2016-09-01 22:00:00,22,8.0,27.205309,24.667892,23.986602797418893,2.71551803920388,21.0
2016-09-01,Aotizhongxin,2016-09-01 23:00:00,23,11.0,27.802753,27.376795,27.879149372231907,2.6725619681948274,30.0
2016-09-01,Aotizhongxin,2016-09-02 00:00:00,24,9.0,28.415197,30.281773,25.73438562829855,2.6192126643787823,38.0
2016-09-01,Aotizhongxin,2016-09-02 01:00:00,25,12.0,29.858194,31.645462,21.015836001593517,2.599179272266006,47.0
2016-09-01,Aotizhongxin,2016-09-02 02:00:00,26,9.0,32.69962,30.905247,25.276384183253654,2.5961056889562504,55.0
2016-09-01,Aotizhongxin,2016-09-02 03:00:00,27,13.0,34.029037,30.679148,30.876084829631683,2.5567667687624893,60.0
2016-09-01,Aotizhongxin,2016-09-02 04:00:00,28,15.0,34.7996,29.20643,28.9900351926888,2.4565795627545017,67.0
2016-09-01,Aotizhongxin,2016-09-02 05:00:00,29,14.0,33.551952,26.845467,24.623128132000947,2.339515739548654,72.0
2016-09-01,Aotizhongxin,2016-09-02 06:00:00,30,18.0,33.47693,21.069706,22.60011388711654,2.2850839686415294,70.0
2016-09-01,Aotizhongxin,2016-09-02 07:00:00,31,12.0,34.965584,23.384502,31.562082488562496,2.34377586522576,58.0
2016-09-01,Aotizhongxin,2016-09-02 08:00:00,32,14.0,31.462711,24.220053,20.434530463199007,2.499524666189647,57.0
2016-09-01,Aotizhongxin,2016-09-02 09:00:00,33,13.0,30.919397,22.503387,20.95028853708099,2.6746655746046537,59.0
2016-09-01,Aotizhongxin,2016-09-02 10:00:00,34,17.0,31.02621,24.515472,27.51712167556765,2.78091825133984,66.0
2016-09-01,Aotizhongxin,2016-09-02 11:00:00,35,19.0,30.117575,26.34869,28.35856068880539,2.7874491180826944,71.0
2016-09-01,Aotizhongxin,2016-09-02 12:00:00,36,16.0,29.546154,20.928902,16.962108253461743,2.7325922796071507,79.0
2016-09-01,Aotizhongxin,2016-09-02 13:00:00,37,8.0,29.799297,13.296802,17.666176238622842,2.6671238396659884,79.0
2016-09-01,Aotizhongxin,2016-09-02 14:00:00,38,12.0,30.432611,9.563795,19.864121790092366,2.6040124300088294,66.0
2016-09-01,Aotizhongxin,2016-09-02 15:00:00,39,11.0,30.600304,9.422013,22.604009877777173,2.5256224283071766,53.0
2016-09-01,Aotizhongxin,2016-09-02 16:00:00,40,7.0,31.394672,10.102992,22.0000905774624,2.4284955411404363,46.0
2016-09-01,Aotizhongxin,2016-09-02 17:00:00,41,14.0,32.195988,11.818265,22.45223703396708,2.3492169891556656,34.0
2016-09-01,Aotizhongxin,2016-09-02 18:00:00,42,12.0,33.93465,16.621511,25.21056757260334,2.3401727655385582,19.0
2016-09-01,Aotizhongxin,2016-09-02 19:00:00,43,3.0,35.586967,21.322266,26.55291621242154,2.4228931123561734,35.0
2016-09-01,Aotizhongxin,2016-09-02 20:00:00,44,5.0,37.865147,27.592028,31.25488301833348,2.561023109577201,41.0
2016-09-01,Aotizhongxin,2016-09-02 21:00:00,45,8.0,41.02277,35.243057,37.1287944802498,2.67622177404138,41.0
2016-09-01,Aotizhongxin,2016-09-02 22:00:00,46,11.0,43.89463,38.577286,39.321409265323126,2.708661614159094,37.0
2016-09-01,Aotizhongxin,2016-09-02 23:00:00,47,12.0,45.578625,39.21567,44.57536193561625,2.670029265408392,24.0
2016-09-01,Aotizhongxin,2016-09-03 00:00:00,48,7.0,41.23545,34.9223,35.762057888536056,2.6229009193682997,17.0
2016-09-01,Aotizhongxin,2016-09-03 01:00:00,49,10.0,42.723312,34.598053,35.9449862244264,2.6109410897159964,14.0
2016-09-01,Aotizhongxin,2016-09-03 02:00:00,50,9.0,44.717587,34.114037,42.85974839539117,2.6178192309716484,19.0
2016-09-01,Aotizhongxin,2016-09-03 03:00:00,51,12.0,44.52942,31.604858,31.212240614710204,2.5898617346228834,23.0
2016-09-01,Aotizhongxin,2016-09-03 04:00:00,52,7.0,45.1093,31.391071,32.6914513927387,2.5016446171595796,28.0
2016-09-01,Aotizhongxin,2016-09-03 05:00:00,53,8.0,45.80166,31.250286,33.00937995756225,2.3969547179072372,23.0
2016-09-01,Aotizhongxin,2016-09-03 06:00:00,54,13.0,44.133774,29.95122,35.29239934043281,2.3565342023653892,21.0
2016-09-01,Aotizhongxin,2016-09-03 07:00:00,55,13.0,45.095715,30.82593,34.88521014112363,2.432856149832672,22.0
2016-09-01,Aotizhongxin,2016-09-03 08:00:00,56,12.0,47.40452,34.3898,31.138938281220163,2.6108790290766803,15.0
2016-09-01,Aotizhongxin,2016-09-03 09:00:00,57,14.0,49.01351,36.01804,33.54518527480666,2.811476518207859,11.0
2016-09-01,Aotizhongxin,2016-09-03 10:00:00,58,13.0,48.695507,36.809586,36.704432512749385,2.942789924922276,14.0
2016-09-01,Aotizhongxin,2016-09-03 11:00:00,59,15.0,45.83903,35.985146,39.03881571868582,2.9711452044871716,26.0
2016-09-01,Aotizhongxin,2016-09-03 12:00:00,60,10.0,43.672993,35.223732,38.53067008101461,2.9350068873430275,27.0
2016-09-01,Aotizhongxin,2016-09-03 13:00:00,61,16.0,42.854313,35.709995,34.69390161615522,2.8868812722869968,22.0
2016-09-01,Aotizhongxin,2016-09-03 14:00:00,62,13.0,43.27077,36.775986,26.251351680587423,2.8401567789692437,18.0
2016-09-01,Aotizhongxin,2016-09-03 15:00:00,63,21.0,44.63131,38.50698,30.923853971889894,2.775752469537453,19.0
2016-09-01,Aotizhongxin,2016-09-03 16:00:00,64,27.0,45.888763,37.426285,36.571842216675385,2.689495439799015,20.0
2016-09-01,Aotizhongxin,2016-09-03 17:00:00,65,31.0,45.530087,41.200775,37.40656212576514,2.6204838455799475,16.0
2016-09-01,Aotizhongxin,2016-09-03 18:00:00,66,27.0,47.22345,47.63372,38.08439025731947,2.6256967202535075,15.0
2016-09-01,Aotizhongxin,2016-09-03 19:00:00,67,26.0,47.15673,53.942287,38.194009632732815,2.729332115923128,17.0
2016-09-01,Aotizhongxin,2016-09-03 20:00:00,68,28.0,48.21674,59.007412,40.53772658601506,2.892443513721761,19.0
2016-09-01,Aotizhongxin,2016-09-03 21:00:00,69,32.0,52.711124,63.682907,44.483289298397686,3.0293457858055586,21.0
2016-09-01,Aotizhongxin,2016-09-03 22:00:00,70,39.0,53.023956,65.97666,45.11016404615625,3.0737484214933923,25.0
2016-09-01,Aotizhongxin,2016-09-03 23:00:00,71,40.0,51.1962,67.372345,47.76611993997108,3.0377139581211408,22.0
2016-09-01,Changping,2016-09-01 00:00:00,0,10.0,5.0269866,9.171718,3.7692455013280846,3.8745198365983438,7.0
2016-09-01,Changping,2016-09-01 01:00:00,1,8.0,4.0647736,8.806263,2.5372261281713615,3.7641667494360442,8.0
2016-09-01,Changping,2016-09-01 02:00:00,2,12.0,3.8538465,8.127491,2.9274115021213523,3.6900488343410265,12.0
2016-09-01,Changping,2016-09-01 03:00:00,3,9.0,3.771378,8.609324,3.559859378445635,3.6006636808988457,7.0
2016-09-01,Changping,2016-09-01 04:00:00,4,10.0,3.4193892,9.876799,2.0694942078653704,3.500538094078167,8.0
2016-09-01,Changping,2016-09-01 05:00:00,5,3.0,3.3236952,11.2491665,1.6281935525265605,3.46115015488754,10.0
2016-09-01,Changping,2016-09-01 06:00:00,6,7.0,4.47083,10.01559,2.8986923425151745,3.5597579825304893,15.0
2016-09-01,Changping,2016-09-01 07:00:00,7,13.0,4.633707,11.240294,3.3897643519803387,3.81017690359383,12.0
2016-09-01,Changping,2016-09-01 08:00:00,8,3.0,5.297262,10.899257,3.640789501914192,4.133365512151866,9.0
2016-09-01,Changping,2016-09-01 09:00:00,9,9.0,7.4095707,9.186468,4.840995362648257,4.393709654295709,14.0
2016-09-01,Changping,2016-09-01 10:00:00,10,11.0,8.818454,7.3311186,6.840831093517316,4.499261996214072,13.0
2016-09-01,Changping,2016-09-01 11:00:00,11,3.0,8.817981,6.7713275,7.585324619148983,4.471865348824054,15.0
2016-09-01,Changping,2016-09-01 12:00:00,12,11.0,9.414877,6.5329385,7.6899505618472475,4.399155849263982,12.0
2016-09-01,Changping,2016-09-01 13:00:00,13,3.0,10.650401,7.0697107,11.194916262098218,4.3361396910504,9.0
2016-09-01,Changping,2016-09-01 14:00:00,14,3.0,10.326888,5.910652,9.170057162251624,4.271613632313684,8.0
2016-09-01,Changping,2016-09-01 15:00:00,15,3.0,15.094278,6.8391895,13.790063748080494,4.178323289638529,13.0
2016-09-01,Changping,2016-09-01 16:00:00,16,3.0,14.288357,7.66982,15.008350833467393,4.079267669644898,10.0
2016-09-01,Changping,2016-09-01 17:00:00,17,7.0,15.2730255,9.234554,13.864823310081572,4.050157283586142,16.0
2016-09-01,Changping,2016-09-01 18:00:00,18,5.0,16.298578,11.235862,17.580052064588656,4.154501469485606,13.0
2016-09-01,Changping,2016-09-01 19:00:00,19,3.0,16.809034,11.4595175,11.399222919811875,4.375354521099717,14.0
2016-09-01,Changping,2016-09-01 20:00:00,20,4.0,17.427904,13.231241,12.523195398538528,4.598544084642687,18.0
2016-09-01,Changping,2016-09-01 21:00:00,21,5.0,18.477158,13.958092,13.74271979490601,4.681451571896817,19.0
2016-09-01,Changping,2016-09-01 22:00:00,22,4.0,19.089962,15.023951,15.2032662851697,4.575191271466083,19.0
2016-09-01,Changping,2016-09-01 23:00:00,23,7.0,19.308979,16.048012,17.298376717298552,4.364910754437568,28.0
2016-09-01,Changping,2016-09-02 00:00:00,24,10.0,19.690172,17.142445,19.39335852112497,4.17371980885261,37.0
2016-09-01,Changping,2016-09-02 01:00:00,25,3.0,20.579071,20.210741,18.59599583887954,4.054148038945164,34.0
2016-09-01,Changping,2016-09-02 02:00:00,26,7.0,21.498901,22.800068,16.367736647225748,3.97186062287584,29.0
2016-09-01,Changping,2016-09-02 03:00:00,27,13.0,22.263306,26.086096,16.197653535329263,3.8723030836244146,34.0
2016-09-01,Changping,2016-09-02 04:00:00,28,11.0,22.587019,27.09043,16.2558935440736,3.7604123128610265,34.0
2016-09-01,Changping,2016-09-02 05:00:00,29,11.0,23.042707,25.914919,16.562444762309806,3.711847369165489,34.0
2016-09-01,Changping,2016-09-02 06:00:00,30,6.0,23.794115,22.912418,15.854928270513447,3.807879093270582,35.0
2016-09-01,Changping,2016-09-02 07:00:00,31,9.0,24.583158,24.695337,17.04353035081751,4.062322444498366,35.0
2016-09-01,Changping,2016-09-02 08:00:00,32,16.0,26.653986,27.521112,18.228039255799263,4.3911986963720455,37.0
2016-09-01,Changping,2016-09-02 09:00:00,33,15.0,27.48517,31.896976,24.989970718901485,4.651859905154437,35.0
2016-09-01,Changping,2016-09-02 10:00:00,34,9.0,26.706835,32.766342,22.545527961357386,4.748640195710193,44.0
2016-09-01,Changping,2016-09-02 11:00:00,35,13.0,26.280434,32.37715,18.600455917571956,4.705583870276634,41.0
2016-09-01,Changping,2016-09-02 12:00:00,36,3.0,26.145535,22.534279,17.296892799954538,4.615045409390779,48.0
2016-09-01,Changping,2016-09-02 13:00:00,37,9.0,23.959742,18.972324,13.929386981740953,4.534627129100309,51.0
2016-09-01,Changping,2016-09-02 14:00:00,38,9.0,23.915476,15.528049,14.34175348604131,4.452835284629179,55.0
2016-09-01,Changping,2016-09-02 15:00:00,39,11.0,24.042135,12.655472,15.247057550168034,4.341738295585144,52.0
2016-09-01,Changping,2016-09-02 16:00:00,40,4.0,24.564941,10.229136,13.914054823279375,4.225399779710469,43.0
2016-09-01,Changping,2016-09-02 17:00:00,41,3.0,26.21534,13.159245,17.507491162672736,4.181696492569902,28.0
2016-09-01,Changping,2016-09-02 18:00:00,42,4.0,27.60913,13.329535,18.2570395082804,4.275203520371295,21.0
2016-09-01,Changping,2016-09-02 19:00:00,43,6.0,28.850323,14.425864,20.896882648516495,4.487756454148614,19.0
2016-09-01,Changping,2016-09-02 20:00:00,44,7.0,30.31925,15.240185,21.808720757238163,4.702430605598782,32.0
2016-09-01,Changping,2016-09-02 21:00:00,45,6.0,31.657303,17.804934,22.177391352858795,4.774509767411031,36.0
2016-09-01,Changping,2016-09-02 22:00:00,46,14.0,31.709743,21.334988,23.102631551537087,4.655500987858923,40.0
2016-09-01,Changping,2016-09-02 23:00:00,47,20.0,31.953625,20.703358,20.932518400139625,4.432801493967887,37.0
2016-09-01,Changping,2016-09-03 00:00:00,48,15.0,29.342756,22.519358,23.808991646582278,4.231396442228934,22.0
2016-09-01,Changping,2016-09-03 01:00:00,49,7.0,30.458612,20.777193,22.051021256169637,4.104192999470957,17.0
2016-09-01,Changping,2016-09-03 02:00:00,50,10.0,30.430552,20.54765,20.68693650893762,4.016257430028924,17.0
2016-09-01,Changping,2016-09-03 03:00:00,51,6.0,31.41587,21.14966,20.58598397141699,3.912461737092462,16.0
2016-09-01,Changping,2016-09-03 04:00:00,52,5.0,31.792114,20.85029,19.97129565229851,3.7977675573255762,17.0
2016-09-01,Changping,2016-09-03 05:00:00,53,11.0,32.248802,22.90376,21.600995680042793,3.7483559515449754,19.0
2016-09-01,Changping,2016-09-03 06:00:00,54,14.0,32.70068,21.105572,21.66297800224114,3.8460853499312027,17.0
2016-09-01,Changping,2016-09-03 07:00:00,55,12.0,32.647526,22.003231,19.737898074693092,4.105045756396392,16.0
2016-09-01,Changping,2016-09-03 08:00:00,56,15.0,34.390686,27.645372,29.05099750445037,4.440910214008985,9.0
2016-09-01,Changping,2016-09-03 09:00:00,57,12.0,36.057777,29.081158,25.262494899500272,4.70996889346507,14.0
2016-09-01,Changping,2016-09-03 10:00:00,58,14.0,34.64494,30.417717,21.690466755560553,4.815372370415973,10.0
2016-09-01,Changping,2016-09-03 11:00:00,59,10.0,34.80215,29.431913,29.635443752524292,4.780816416536162,11.0
2016-09-01,Changping,2016-09-03 12:00:00,60,12.0,33.73401,26.396963,27.65510267912555,4.6992410716005875,10.0
2016-09-01,Changping,2016-09-03 13:00:00,61,14.0,34.55304,25.336191,28.814868339112675,4.62878766547632,16.0
2016-09-01,Changping,2016-09-03 14:00:00,62,5.0,33.566006,26.258362,27.72334063887292,4.557617103505839,10.0
2016-09-01,Changping,2016-09-03 15:00:00,63,10.0,34.362995,26.706379,27.563189629686722,4.456994257652896,14.0
2016-09-01,Changping,2016-09-03 16:00:00,64,10.0,32.923134,27.407684,25.764683401453233,4.351148148116717,13.0
2016-09-01,Changping,2016-09-03 17:00:00,65,12.0,34.31316,28.60546,25.823271211199867,4.319786270335486,16.0
2016-09-01,Changping,2016-09-03 18:00:00,66,24.0,35.94469,30.922525,25.67950840614839,4.429753384258313,12.0
2016-09-01,Changping,2016-09-03 19:00:00,67,25.0,36.47873,33.433414,29.3874829816047,4.663222352079095,20.0
2016-09-01,Changping,2016-09-03 20:00:00,68,37.0,36.315857,36.765926,32.68980724006913,4.8999864450746164,13.0
2016-09-01,Changping,2016-09-03 21:00:00,69,35.0,40.792717,32.401352,26.932099277539184,4.98973656145402,14.0
2016-09-01,Changping,2016-09-03 22:00:00,70,38.0,40.65472,35.369514,26.76923985993019,4.880711212953628,17.0
2016-09-01,Changping,2016-09-03 23:00:00,71,34.0,38.977055,41.577263,31.477113058441923,4.662378119183885,13.0
2016-09-01,Dingling,2016-09-01 00:00:00,0,8.0,11.440544,13.015384,2.39512779246209,2.451788218977618,7.0
2016-09-01,Dingling,2016-09-01 01:00:00,1,5.0,9.164044,11.435737,1.4952215588752575,2.445778172049978,6.0
2016-09-01,Dingling,2016-09-01 02:00:00,2,3.0,10.144205,8.759063,1.8344659028596961,2.4335346740762684,7.0
2016-09-01,Dingling,2016-09-01 03:00:00,3,18.0,10.352358,8.825975,2.3649061697346587,2.3939892711000526,5.0
2016-09-01,Dingling,2016-09-01 04:00:00,4,4.0,8.254753,9.411498,1.220781874227169,2.337990394371685,8.0
2016-09-01,Dingling,2016-09-01 05:00:00,5,7.0,7.9498777,10.387846,0.8785397141926401,2.307278906903852,9.0
2016-09-01,Dingling,2016-09-01 06:00:00,6,4.0,9.672716,8.657603,1.817467716165357,2.3421906738937475,8.0
2016-09-01,Dingling,2016-09-01 07:00:00,7,3.0,9.3803425,9.8037195,2.1469201368800923,2.4490008773591314,8.0
2016-09-01,Dingling,2016-09-01 08:00:00,8,3.0,9.425656,9.26605,2.3396966870076263,2.5915450150986867,10.0
2016-09-01,Dingling,2016-09-01 09:00:00,9,10.0,10.536772,7.6018972,3.382459080352368,2.715199255135447,11.0
2016-09-01,Dingling,2016-09-01 10:00:00,10,6.0,10.845318,5.837808,4.920845691203169,2.790383171669154,13.0
2016-09-01,Dingling,2016-09-01 11:00:00,11,3.0,11.506243,5.2944274,5.618028191411491,2.834475782008442,12.0
2016-09-01,Dingling,2016-09-01 12:00:00,12,3.0,13.36514,5.0659127,5.808258209047738,2.886046261015343,15.0
2016-09-01,Dingling,2016-09-01 13:00:00,13,3.0,16.13669,5.5053506,9.269918158882,2.9600745479543793,16.0
2016-09-01,Dingling,2016-09-01 14:00:00,14,3.0,14.948573,4.4639773,7.624918180657337,3.029419208415022,10.0
2016-09-01,Dingling,2016-09-01 15:00:00,15,6.0,17.910189,5.124713,12.912775823286045,3.0493603365592516,7.0
2016-09-01,Dingling,2016-09-01 16:00:00,16,3.0,19.118793,5.664148,14.21828787764664,3.003389615328376,9.0
2016-09-01,Dingling,2016-09-01 17:00:00,17,5.0,19.608212,6.9854527,12.337121263534964,2.922038171060263,11.0
2016-09-01,Dingling,2016-09-01 18:00:00,18,3.0,19.556784,8.897326,15.477020925985883,2.8537342771584293,10.0
2016-09-01,Dingling,2016-09-01 19:00:00,19,3.0,18.809614,9.432445,9.00064711364336,2.822700994033239,11.0
2016-09-01,Dingling,2016-09-01 20:00:00,20,4.0,18.438295,11.259547,9.452449528986431,2.815214488605579,15.0
2016-09-01,Dingling,2016-09-01 21:00:00,21,4.0,18.896164,12.076526,10.283475412286526,2.8010264665741476,13.0
2016-09-01,Dingling,2016-09-01 22:00:00,22,6.0,19.231205,13.122832,11.764442174776711,2.766859016021022,13.0
2016-09-01,Dingling,2016-09-01 23:00:00,23,6.0,19.678963,14.11857,14.178580931351448,2.727835486358071,13.0
2016-09-01,Dingling,2016-09-02 00:00:00,24,4.0,20.581953,15.397329,16.91269733131582,2.7057411512441627,17.0
2016-09-01,Dingling,2016-09-02 01:00:00,25,6.0,21.373095,18.596184,16.348585108974948,2.7004771316141714,22.0
2016-09-01,Dingling,2016-09-02 02:00:00,26,11.0,21.60772,21.148726,14.331220557075234,2.686769284490421,27.0
2016-09-01,Dingling,2016-09-02 03:00:00,27,18.0,21.99529,24.628092,14.196748698937208,2.642048262591902,28.0
2016-09-01,Dingling,2016-09-02 04:00:00,28,20.0,22.168661,25.948654,14.432649771623113,2.5780992142151877,28.0
2016-09-01,Dingling,2016-09-02 05:00:00,29,12.0,22.405455,24.975517,15.098700886491127,2.539802655675788,33.0
2016-09-01,Dingling,2016-09-02 06:00:00,30,9.0,22.95669,22.024723,13.760823482635459,2.570256546647057,30.0
2016-09-01,Dingling,2016-09-02 07:00:00,31,8.0,23.768219,23.81211,14.5928430841718,2.6758113053149857,33.0
2016-09-01,Dingling,2016-09-02 08:00:00,32,7.0,24.155718,26.595388,15.201207820233687,2.817505824297142,37.0
2016-09-01,Dingling,2016-09-02 09:00:00,33,5.0,24.132278,30.763968,21.502420726012495,2.9371594445071114,36.0
2016-09-01,Dingling,2016-09-02 10:00:00,34,5.0,23.839958,31.53933,19.149892944110338,3.003775107791988,35.0
2016-09-01,Dingling,2016-09-02 11:00:00,35,5.0,23.760468,32.30685,15.891387954583049,3.0362889701638176,35.0
2016-09-01,Dingling,2016-09-02 12:00:00,36,3.0,24.02355,21.753313,14.932830879810576,3.0756812001127747,42.0
2016-09-01,Dingling,2016-09-02 13:00:00,37,4.0,23.852327,17.376957,12.127784996533906,3.1377217513064686,49.0
2016-09-01,Dingling,2016-09-02 14:00:00,38,6.0,24.094593,13.785034,12.949388241176058,3.1941114044102488,55.0
2016-09-01,Dingling,2016-09-02 15:00:00,39,6.0,23.68629,10.864441,14.230623480382873,3.1987705573452603,37.0
2016-09-01,Dingling,2016-09-02 16:00:00,40,7.0,24.014984,8.35951,13.110538567173613,3.1354739387804234,35.0
2016-09-01,Dingling,2016-09-02 17:00:00,41,5.0,25.047432,10.943392,17.01012250558907,3.0366322186231116,25.0
2016-09-01,Dingling,2016-09-02 18:00:00,42,3.0,25.369259,11.117473,17.04238062805065,2.9524967784749245,21.0
2016-09-01,Dingling,2016-09-02 19:00:00,43,3.0,25.391758,12.1608925,18.41141573070498,2.9078542219723893,14.0
2016-09-01,Dingling,2016-09-02 20:00:00,44,3.0,26.075882,12.984435,17.88971788673341,2.888511705316392,23.0
2016-09-01,Dingling,2016-09-02 21:00:00,45,4.0,26.714684,15.497322,17.88259289570628,2.863676784248127,26.0
2016-09-01,Dingling,2016-09-02 22:00:00,46,3.0,26.611038,19.217257,19.104720519722434,2.820083523353623,29.0
2016-09-01,Dingling,2016-09-02 23:00:00,47,3.0,26.952345,18.465668,17.70097696914483,2.7732809503663503,30.0
2016-09-01,Dingling,2016-09-03 00:00:00,48,3.0,26.756886,20.387571,21.125061926546326,2.7453866040513186,15.0
2016-09-01,Dingling,2016-09-03 01:00:00,49,3.0,27.797886,18.519535,19.81494577890958,2.7362956293467615,12.0
2016-09-01,Dingling,2016-09-03 02:00:00,50,4.0,28.255732,18.311749,18.967686326492185,2.720523656543629,11.0
2016-09-01,Dingling,2016-09-03 03:00:00,51,3.0,29.337845,19.029196,18.96939038996856,2.6753459074853065,9.0
2016-09-01,Dingling,2016-09-03 04:00:00,52,4.0,29.818491,18.608986,18.517972650491576,2.6126292672412506,7.0
2016-09-01,Dingling,2016-09-03 05:00:00,53,4.0,30.46468,20.823952,20.145103285759177,2.577618005031567,7.0
2016-09-01,Dingling,2016-09-03 06:00:00,54,6.0,30.533674,18.864832,20.129654579796668,2.613948677490796,14.0
2016-09-01,Dingling,2016-09-03 07:00:00,55,6.0,31.238586,19.812994,17.639849484987472,2.7283999460625603,10.0
2016-09-01,Dingling,2016-09-03 08:00:00,56,6.0,32.3262,25.454958,26.597603031392545,2.881925557981076,11.0
2016-09-01,Dingling,2016-09-03 09:00:00,57,8.0,33.509174,26.997606,22.468721982435117,3.0155932083755,3.0
2016-09-01,Dingling,2016-09-03 10:00:00,58,11.0,33.570293,28.487633,18.759789692768084,3.097541447753322,4.0
2016-09-01,Dingling,2016-09-03 11:00:00,59,9.0,34.370155,29.11046,28.066205283910747,3.146625375554777,4.0
2016-09-01,Dingling,2016-09-03 12:00:00,60,10.0,35.067562,27.43996,26.821683185262753,3.2046052566173016,9.0
2016-09-01,Dingling,2016-09-03 13:00:00,61,12.0,36.319843,28.91743,29.061938267030065,3.2877737995131318,10.0
2016-09-01,Dingling,2016-09-03 14:00:00,62,8.0,36.60168,30.421103,28.62221065111518,3.366834201090091,10.0
2016-09-01,Dingling,2016-09-03 15:00:00,63,11.0,36.590637,31.960579,29.25059921282602,3.393305842581274,8.0
2016-09-01,Dingling,2016-09-03 16:00:00,64,12.0,35.174305,32.602684,27.400091554424183,3.349085232246347,9.0
2016-09-01,Dingling,2016-09-03 17:00:00,65,11.0,35.81181,32.643234,27.259875054167143,3.267064551868634,13.0
2016-09-01,Dingling,2016-09-03 18:00:00,66,17.0,36.08049,34.691013,25.990729531770345,3.1997701831937384,13.0
2016-09-01,Dingling,2016-09-03 19:00:00,67,28.0,35.705322,38.06936,28.528609741997283,3.173639812860852,14.0
2016-09-01,Dingling,2016-09-03 20:00:00,68,26.0,34.848667,42.58313,30.649445309349186,3.173815547249694,13.0
2016-09-01,Dingling,2016-09-03 21:00:00,69,27.0,35.13753,37.694275,23.579767443888226,3.1672227599746288,16.0
2016-09-01,Dingling,2016-09-03 22:00:00,70,28.0,34.12853,40.198277,23.817020281676186,3.1391443535367918,11.0
2016-09-01,Dingling,2016-09-03 23:00:00,71,27.0,33.517532,48.565502,29.91474655791563,3.1059923440874853,7.0
2016-09-01,Dongsi,2016-09-01 00:00:00,0,16.0,9.430413,15.577421,3.7615802649036727,3.1113121927699714,18.0
2016-09-01,Dongsi,2016-09-01 01:00:00,1,11.0,8.41308,13.572859,2.6048452539214066,3.030103916644327,19.0
2016-09-01,Dongsi,2016-09-01 02:00:00,2,6.0,7.8333893,12.072034,2.9357316154216635,2.983477044278435,21.0
2016-09-01,Dongsi,2016-09-01 03:00:00,3,8.0,7.185713,10.8122,3.137246552816346,2.9104137365436697,17.0
2016-09-01,Dongsi,2016-09-01 04:00:00,4,7.0,6.608593,10.8122,2.6131442844085235,2.790107181704568,15.0
